"Evaluation","Journal","issnJournal","nameJournal","KnowledgeField","idKnowledgeField","nameKnowledgeField","YearEvaluation","yearIndex","Qualis","qualisIndex"
"Journal_1557-4571_KnowledgeField_42_YearEvaluation_2014_Qualis_B5","Journal_1557-4571","1557-4571","American journal of food technology","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1557-4571_KnowledgeField_45_YearEvaluation_2014_Qualis_B2","Journal_1557-4571","1557-4571","American journal of food technology","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1557-4571_KnowledgeField_47_YearEvaluation_2014_Qualis_B2","Journal_1557-4571","1557-4571","American journal of food technology","KnowledgeField_47","47","MATERIAIS","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1557-4571_KnowledgeField_48_YearEvaluation_2014_Qualis_B2","Journal_1557-4571","1557-4571","American journal of food technology","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1076-7460_KnowledgeField_15_YearEvaluation_2014_Qualis_B4","Journal_1076-7460","1076-7460","American Journal of Geriatric Cardiology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1076-7460_KnowledgeField_16_YearEvaluation_2014_Qualis_B4","Journal_1076-7460","1076-7460","American Journal of Geriatric Cardiology","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_1076-7460_KnowledgeField_17_YearEvaluation_2014_Qualis_B5","Journal_1076-7460","1076-7460","American Journal of Geriatric Cardiology","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1545-7214_KnowledgeField_15_YearEvaluation_2014_Qualis_A1","Journal_1545-7214","1545-7214","American Journal of Geriatric Psychiatry","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1545-7214_KnowledgeField_16_YearEvaluation_2014_Qualis_A1","Journal_1545-7214","1545-7214","American Journal of Geriatric Psychiatry","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1545-7214_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_1545-7214","1545-7214","American Journal of Geriatric Psychiatry","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1545-7214_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1545-7214","1545-7214","American Journal of Geriatric Psychiatry","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1079-2082_KnowledgeField_8_YearEvaluation_2014_Qualis_B2","Journal_1079-2082","1079-2082","American Journal of Health-System Pharmacy","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1079-2082_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_1079-2082","1079-2082","American Journal of Health-System Pharmacy","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1079-2082_KnowledgeField_16_YearEvaluation_2014_Qualis_B1","Journal_1079-2082","1079-2082","American Journal of Health-System Pharmacy","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1079-2082_KnowledgeField_19_YearEvaluation_2014_Qualis_B1","Journal_1079-2082","1079-2082","American Journal of Health-System Pharmacy","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0361-8609_KnowledgeField_6_YearEvaluation_2014_Qualis_A1","Journal_0361-8609","0361-8609","American Journal of Hematology (Print)","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0361-8609_KnowledgeField_8_YearEvaluation_2014_Qualis_A2","Journal_0361-8609","0361-8609","American Journal of Hematology (Print)","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0361-8609_KnowledgeField_9_YearEvaluation_2014_Qualis_A2","Journal_0361-8609","0361-8609","American Journal of Hematology (Print)","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0361-8609_KnowledgeField_15_YearEvaluation_2014_Qualis_A1","Journal_0361-8609","0361-8609","American Journal of Hematology (Print)","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0361-8609_KnowledgeField_16_YearEvaluation_2014_Qualis_A1","Journal_0361-8609","0361-8609","American Journal of Hematology (Print)","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0361-8609_KnowledgeField_17_YearEvaluation_2014_Qualis_A1","Journal_0361-8609","0361-8609","American Journal of Hematology (Print)","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0361-8609_KnowledgeField_19_YearEvaluation_2014_Qualis_A1","Journal_0361-8609","0361-8609","American Journal of Hematology (Print)","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1049-9091_KnowledgeField_20_YearEvaluation_2014_Qualis_B1","Journal_1049-9091","1049-9091","American Journal of Hospice and Palliative Medicine","KnowledgeField_20","20","ENFERMAGEM","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_4_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_4","4","QUÍMICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_6_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_7_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_8_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_9_YearEvaluation_2014_Qualis_B2","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1042-0533_KnowledgeField_13_YearEvaluation_2014_Qualis_A1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1042-0533_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_16_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_17_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_18_YearEvaluation_2014_Qualis_A2","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1042-0533_KnowledgeField_20_YearEvaluation_2014_Qualis_A2","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_20","20","ENFERMAGEM","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1042-0533_KnowledgeField_21_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_22_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_34_YearEvaluation_2014_Qualis_A1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_34","34","SOCIOLOGIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1042-0533_KnowledgeField_35_YearEvaluation_2014_Qualis_A2","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_35","35","ANTROPOLOGIA / ARQUEOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1042-0533_KnowledgeField_36_YearEvaluation_2014_Qualis_A1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_36","36","GEOGRAFIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1042-0533_KnowledgeField_37_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_42_YearEvaluation_2014_Qualis_C","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_42","42","CIÊNCIAS AGRÁRIAS I","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1042-0533_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1042-0533_KnowledgeField_48_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1042-0533_KnowledgeField_49_YearEvaluation_2014_Qualis_A2","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_49","49","CIÊNCIAS AMBIENTAIS","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1042-0533_KnowledgeField_50_YearEvaluation_2014_Qualis_B1","Journal_1042-0533","1042-0533","American Journal of Human Biology","KnowledgeField_50","50","NUTRIÇÃO","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0002-9297_KnowledgeField_6_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_7_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_8_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_9_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_15_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_16_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_17_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_18_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_21_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_37_YearEvaluation_2014_Qualis_A2","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0002-9297_KnowledgeField_45_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0002-9297_KnowledgeField_48_YearEvaluation_2014_Qualis_A1","Journal_0002-9297","0002-9297","American Journal of Human Genetics","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0895-7061_KnowledgeField_3_YearEvaluation_2014_Qualis_B2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_3","3","ASTRONOMIA / FÍSICA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0895-7061_KnowledgeField_4_YearEvaluation_2014_Qualis_A2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_4","4","QUÍMICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0895-7061_KnowledgeField_6_YearEvaluation_2014_Qualis_A2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0895-7061_KnowledgeField_8_YearEvaluation_2014_Qualis_B1","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0895-7061_KnowledgeField_9_YearEvaluation_2014_Qualis_B1","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0895-7061_KnowledgeField_15_YearEvaluation_2014_Qualis_A2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0895-7061_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0895-7061_KnowledgeField_21_YearEvaluation_2014_Qualis_A2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0895-7061_KnowledgeField_22_YearEvaluation_2014_Qualis_A1","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0895-7061_KnowledgeField_23_YearEvaluation_2014_Qualis_C","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_23","23","ZOOTECNIA / RECURSOS PESQUEIROS","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_0895-7061_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0895-7061_KnowledgeField_48_YearEvaluation_2014_Qualis_A2","Journal_0895-7061","0895-7061","American Journal of Hypertension","KnowledgeField_48","48","BIOTECNOLOGIA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1553-619X_KnowledgeField_7_YearEvaluation_2014_Qualis_C","Journal_1553-619X","1553-619X","American Journal of Immunology","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1553-619X_KnowledgeField_8_YearEvaluation_2014_Qualis_B5","Journal_1553-619X","1553-619X","American Journal of Immunology","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1553-619X_KnowledgeField_9_YearEvaluation_2014_Qualis_C","Journal_1553-619X","1553-619X","American Journal of Immunology","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_1553-619X_KnowledgeField_15_YearEvaluation_2014_Qualis_B2","Journal_1553-619X","1553-619X","American Journal of Immunology","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1553-619X_KnowledgeField_16_YearEvaluation_2014_Qualis_B2","Journal_1553-619X","1553-619X","American Journal of Immunology","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1553-619X_KnowledgeField_18_YearEvaluation_2014_Qualis_B2","Journal_1553-619X","1553-619X","American Journal of Immunology","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1553-619X_KnowledgeField_24_YearEvaluation_2014_Qualis_B3","Journal_1553-619X","1553-619X","American Journal of Immunology","KnowledgeField_24","24","MEDICINA VETERINÁRIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_2164-5167_KnowledgeField_13_YearEvaluation_2014_Qualis_B5","Journal_2164-5167","2164-5167","American Journal of Industrial and Business Management","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0271-3586_KnowledgeField_1_YearEvaluation_2014_Qualis_B1","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_1","1","MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0271-3586_KnowledgeField_7_YearEvaluation_2014_Qualis_B1","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_7","7","BIODIVERSIDADE","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0271-3586_KnowledgeField_8_YearEvaluation_2014_Qualis_B2","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0271-3586_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0271-3586_KnowledgeField_16_YearEvaluation_2014_Qualis_B1","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0271-3586_KnowledgeField_18_YearEvaluation_2014_Qualis_B1","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0271-3586_KnowledgeField_21_YearEvaluation_2014_Qualis_B1","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0271-3586_KnowledgeField_22_YearEvaluation_2014_Qualis_A2","Journal_0271-3586","0271-3586","American Journal of Industrial Medicine (Print)","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0196-6553_KnowledgeField_6_YearEvaluation_2014_Qualis_B1","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_6","6","CIÊNCIAS BIOLÓGICAS I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0196-6553_KnowledgeField_8_YearEvaluation_2014_Qualis_B1","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0196-6553_KnowledgeField_9_YearEvaluation_2014_Qualis_B2","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0196-6553_KnowledgeField_15_YearEvaluation_2014_Qualis_B1","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0196-6553_KnowledgeField_16_YearEvaluation_2014_Qualis_A2","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0196-6553_KnowledgeField_17_YearEvaluation_2014_Qualis_B2","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_0196-6553_KnowledgeField_19_YearEvaluation_2014_Qualis_B1","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_19","19","FARMÁCIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0196-6553_KnowledgeField_20_YearEvaluation_2014_Qualis_A1","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_20","20","ENFERMAGEM","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0196-6553_KnowledgeField_22_YearEvaluation_2014_Qualis_A2","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_0196-6553_KnowledgeField_30_YearEvaluation_2014_Qualis_A1","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_30","30","PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0196-6553_KnowledgeField_37_YearEvaluation_2014_Qualis_B1","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_37","37","PSICOLOGIA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_0196-6553_KnowledgeField_45_YearEvaluation_2014_Qualis_A2","Journal_0196-6553","0196-6553","American Journal of Infection Control","KnowledgeField_45","45","INTERDISCIPLINAR","YearEvaluation_2014","2014","Qualis_A2","A2"
"Journal_1553-6203_KnowledgeField_8_YearEvaluation_2014_Qualis_B5","Journal_1553-6203","1553-6203","American Journal of Infectious Diseases","KnowledgeField_8","8","CIÊNCIAS BIOLÓGICAS II","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1553-6203_KnowledgeField_9_YearEvaluation_2014_Qualis_B5","Journal_1553-6203","1553-6203","American Journal of Infectious Diseases","KnowledgeField_9","9","CIÊNCIAS BIOLÓGICAS III","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_1553-6203_KnowledgeField_15_YearEvaluation_2014_Qualis_B2","Journal_1553-6203","1553-6203","American Journal of Infectious Diseases","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1553-6203_KnowledgeField_16_YearEvaluation_2014_Qualis_B2","Journal_1553-6203","1553-6203","American Journal of Infectious Diseases","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1553-6203_KnowledgeField_17_YearEvaluation_2014_Qualis_B2","Journal_1553-6203","1553-6203","American Journal of Infectious Diseases","KnowledgeField_17","17","MEDICINA III","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_1553-6203_KnowledgeField_18_YearEvaluation_2014_Qualis_B3","Journal_1553-6203","1553-6203","American Journal of Infectious Diseases","KnowledgeField_18","18","ODONTOLOGIA","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_1553-6203_KnowledgeField_22_YearEvaluation_2014_Qualis_B2","Journal_1553-6203","1553-6203","American Journal of Infectious Diseases","KnowledgeField_22","22","SAÚDE COLETIVA","YearEvaluation_2014","2014","Qualis_B2","B2"
"Journal_2165-8978_KnowledgeField_2_YearEvaluation_2014_Qualis_C","Journal_2165-8978","2165-8978","American Journal of Intelligent Systems","KnowledgeField_2","2","CIÊNCIA DA COMPUTAÇÃO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2165-8978_KnowledgeField_14_YearEvaluation_2014_Qualis_B5","Journal_2165-8978","2165-8978","American Journal of Intelligent Systems","KnowledgeField_14","14","ENGENHARIAS IV","YearEvaluation_2014","2014","Qualis_B5","B5"
"Journal_0272-6386_KnowledgeField_15_YearEvaluation_2014_Qualis_A1","Journal_0272-6386","0272-6386","American Journal of Kidney Diseases","KnowledgeField_15","15","MEDICINA I","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0272-6386_KnowledgeField_16_YearEvaluation_2014_Qualis_A1","Journal_0272-6386","0272-6386","American Journal of Kidney Diseases","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1523-6838_KnowledgeField_16_YearEvaluation_2014_Qualis_A1","Journal_1523-6838","1523-6838","American Journal of Kidney Diseases","KnowledgeField_16","16","MEDICINA II","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_0272-6386_KnowledgeField_21_YearEvaluation_2014_Qualis_A1","Journal_0272-6386","0272-6386","American Journal of Kidney Diseases","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_A1","A1"
"Journal_1559-8276_KnowledgeField_21_YearEvaluation_2014_Qualis_B4","Journal_1559-8276","1559-8276","American Journal of Lifestyle Medicine","KnowledgeField_21","21","EDUCAÇÃO FÍSICA","YearEvaluation_2014","2014","Qualis_B4","B4"
"Journal_2326-0769_KnowledgeField_41_YearEvaluation_2014_Qualis_B1","Journal_2326-0769","2326-0769","American Journal of Linguistics","KnowledgeField_41","41","LETRAS / LINGUÍSTICA","YearEvaluation_2014","2014","Qualis_B1","B1"
"Journal_1096-1860_KnowledgeField_26_YearEvaluation_2014_Qualis_C","Journal_1096-1860","1096-1860","American Journal of Managed Care","KnowledgeField_26","26","DIREITO","YearEvaluation_2014","2014","Qualis_C","C"
"Journal_2162-8424_KnowledgeField_13_YearEvaluation_2014_Qualis_B3","Journal_2162-8424","2162-8424","American Journal of Materials Science","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B3","B3"
"Journal_2162-9382_KnowledgeField_13_YearEvaluation_2014_Qualis_B3","Journal_2162-9382","2162-9382","American Journal of Materials Science","KnowledgeField_13","13","ENGENHARIAS III","YearEvaluation_2014","2014","Qualis_B3","B3"
